cliente_id,idade,renda_mensal,score_credito,valor,prazo,taxa,tempo_relacionamento,qtd_produtos_ativos,qtd_atrasos_12m,genero,estado_civil,escolaridade,regiao,uf,porte_municipio,tipo_produto,canal_aquisicao
100205,46,18687,481,59321,24,0.1949,7,1,0,M,Viúvo,Superior,Sudeste,ES,Médio,Cartão de Crédito,Digital
100206,45,22468,324,53928,36,0.1491,13,3,0,F,Viúvo,Pós-graduação,Sudeste,MG,Médio,Empréstimo Consignado,Agência
100207,48,28207,464,85042,12,0.1303,12,3,0,Outro,Solteiro,Médio,Sudeste,SP,Pequeno,Crédito Pessoal,Parceiro
100208,54,23014,534,77950,48,0.0629,13,3,3,M,Viúvo,Superior,Sul,SC,Grande,Empréstimo Consignado,Digital
100209,30,3395,490,103430,48,0.0665,12,2,1,F,Divorciado,Médio,Nordeste,PE,Pequeno,Empréstimo Consignado,Digital
100210,48,21340,557,1309,12,0.0912,9,4,0,F,Casado,Pós-graduação,Nordeste,PE,Médio,Financiamento Veículo,Digital
100211,26,11556,640,57822,60,0.155,13,3,0,M,Viúvo,Médio,Sudeste,MG,Pequeno,Crédito Pessoal,Digital
100212,68,9689,627,52385,60,0.0739,3,1,0,M,Casado,Superior,Sul,RS,Pequeno,Financiamento Veículo,Digital
100213,40,23915,508,46812,12,0.1012,14,3,2,F,Casado,Superior,Nordeste,PE,Médio,Crédito Pessoal,Agência
100214,28,6217,622,100626,60,0.15,11,4,0,F,Viúvo,Médio,Nordeste,CE,Grande,Cartão de Crédito,Parceiro
100215,64,3376,747,148939,60,0.2215,7,1,0,M,Divorciado,Fundamental,Nordeste,PE,Grande,Financiamento Veículo,Digital
100216,63,25642,585,7316,24,0.0789,12,2,1,M,Divorciado,Superior,Sudeste,MG,Pequeno,Financiamento Veículo,Agência
100217,41,13273,587,43353,60,0.2177,13,1,1,M,Viúvo,Médio,Sudeste,MG,Médio,Financiamento Veículo,Digital
100218,29,5992,413,78177,24,0.2357,2,2,0,F,Casado,Pós-graduação,Sudeste,MG,Médio,Empréstimo Consignado,Agência
100219,35,28802,843,19232,48,0.1638,14,2,2,F,Divorciado,Médio,Sudeste,MG,Médio,Empréstimo Consignado,Agência
100220,45,25509,699,68240,24,0.1792,3,3,0,M,Viúvo,Fundamental,Centro-Oeste,DF,Médio,Empréstimo Consignado,Agência
100221,20,13482,436,85758,60,0.2109,9,2,1,F,Viúvo,Superior,Nordeste,PE,Grande,Financiamento Veículo,Digital
100222,40,12230,436,62589,36,0.1574,14,3,0,M,Divorciado,Superior,Nordeste,BA,Médio,Cartão de Crédito,Digital
100223,66,10203,524,72278,48,0.0645,11,1,3,F,Casado,Pós-graduação,Centro-Oeste,DF,Médio,Empréstimo Consignado,Agência
100224,60,8692,720,13734,48,0.1785,5,1,0,F,Solteiro,Pós-graduação,Norte,TO,Médio,Financiamento Veículo,Digital
100225,44,16806,538,53258,60,0.1912,12,4,1,M,Solteiro,Médio,Centro-Oeste,MS,Pequeno,Empréstimo Consignado,Digital
100226,68,11995,756,18853,48,0.2037,8,3,2,M,Divorciado,Pós-graduação,Sul,RS,Médio,Empréstimo Consignado,Digital
100227,23,16391,373,78538,24,0.172,1,2,1,F,Viúvo,Pós-graduação,Sudeste,MG,Grande,Crédito Pessoal,Digital
100228,58,21953,771,55990,60,0.2222,2,3,0,F,Viúvo,Fundamental,Nordeste,BA,Grande,Crédito Pessoal,Agência
100229,22,27140,388,41056,36,0.2131,6,4,0,Outro,Viúvo,Médio,Sudeste,MG,Pequeno,Financiamento Veículo,Digital
100230,29,20888,725,40301,48,0.1975,11,2,0,M,Divorciado,Pós-graduação,Sul,PR,Médio,Financiamento Veículo,Digital
100231,20,6867,343,30637,36,0.0757,14,2,0,F,Divorciado,Pós-graduação,Sudeste,SP,Grande,Financiamento Veículo,Agência
100232,46,15889,862,121913,48,0.226,7,4,0,F,Casado,Superior,Sul,SC,Médio,Empréstimo Consignado,Parceiro
100233,26,23476,311,95494,48,0.1725,7,1,1,M,Divorciado,Médio,Nordeste,BA,Médio,Cartão de Crédito,Agência
100234,67,27853,780,14813,48,0.1319,1,1,0,M,Viúvo,Superior,Sudeste,MG,Grande,Crédito Pessoal,Digital
100235,56,2598,858,77913,24,0.2024,11,1,1,F,Viúvo,Superior,Sudeste,SP,Médio,Crédito Pessoal,Digital
100236,42,28445,410,47472,24,0.0728,11,4,0,F,Casado,Fundamental,Sudeste,SP,Médio,Cartão de Crédito,Digital
100237,44,24990,723,67927,36,0.0659,3,4,0,M,Divorciado,Fundamental,Sudeste,SP,Grande,Crédito Pessoal,Digital
100238,54,4178,843,5864,36,0.2102,2,3,0,M,Divorciado,Pós-graduação,Sudeste,SP,Médio,Cartão de Crédito,Digital
100239,63,24082,537,70763,12,0.2237,1,2,0,F,Casado,Pós-graduação,Sudeste,MG,Grande,Crédito Pessoal,Agência
100240,36,11831,406,145111,60,0.0819,11,3,0,M,Viúvo,Médio,Nordeste,BA,Pequeno,Crédito Pessoal,Agência
100241,28,3946,629,136589,36,0.0534,5,3,2,M,Solteiro,Médio,Sudeste,RJ,Médio,Financiamento Veículo,Parceiro
100242,69,10281,481,130066,48,0.1257,12,2,4,F,Solteiro,Superior,Sudeste,SP,Grande,Empréstimo Consignado,Digital
100243,67,29612,383,65622,60,0.1337,8,2,0,F,Viúvo,Médio,Sudeste,SP,Médio,Cartão de Crédito,Digital
100244,31,21679,803,85614,48,0.1304,11,3,1,M,Viúvo,Pós-graduação,Nordeste,BA,Grande,Empréstimo Consignado,Agência
100245,22,2761,696,87782,60,0.119,5,2,0,F,Viúvo,Pós-graduação,Sudeste,MG,Pequeno,Crédito Pessoal,Digital
100246,43,5892,803,21713,60,0.1252,4,4,0,M,Solteiro,Fundamental,Sudeste,SP,Grande,Empréstimo Consignado,Digital
100247,48,18430,682,127636,36,0.0973,7,2,0,F,Divorciado,Superior,Sudeste,ES,Grande,Crédito Pessoal,Digital
100248,54,23743,868,148407,12,0.0593,9,4,0,F,Solteiro,Fundamental,Sudeste,RJ,Médio,Empréstimo Consignado,Agência
100249,26,25884,868,93462,48,0.2351,8,2,1,F,Viúvo,Pós-graduação,Sudeste,MG,Médio,Cartão de Crédito,Digital
100250,35,28526,653,114001,12,0.124,1,4,1,M,Divorciado,Médio,Sudeste,SP,Médio,Financiamento Veículo,Digital
100251,45,5635,338,127261,60,0.1378,5,4,0,M,Divorciado,Superior,Nordeste,BA,Médio,Crédito Pessoal,Agência
100252,65,28228,692,99018,24,0.2277,6,3,0,F,Divorciado,Médio,Centro-Oeste,MT,Grande,Empréstimo Consignado,Digital
100253,53,22149,657,117177,36,0.181,1,3,4,M,Viúvo,Superior,Sudeste,RJ,Médio,Cartão de Crédito,Digital
100254,20,8703,788,40618,12,0.1206,14,1,0,F,Solteiro,Médio,Sul,PR,Médio,Empréstimo Consignado,Agência
100255,61,10752,409,122654,36,0.2165,2,2,0,F,Casado,Pós-graduação,Nordeste,PE,Grande,Crédito Pessoal,Parceiro
100256,32,2708,306,133978,60,0.0691,12,3,0,F,Viúvo,Pós-graduação,Nordeste,BA,Pequeno,Financiamento Veículo,Agência
100257,39,15807,818,79129,60,0.0652,3,2,0,F,Solteiro,Médio,Sudeste,RJ,Pequeno,Financiamento Veículo,Agência
100258,39,25421,527,78157,24,0.1013,3,3,0,M,Solteiro,Fundamental,Sul,RS,Grande,Empréstimo Consignado,Digital
100259,44,13722,685,87931,12,0.1342,8,1,0,F,Solteiro,Superior,Norte,RO,Médio,Cartão de Crédito,Digital
100260,66,23400,719,145724,36,0.1581,7,1,0,F,Divorciado,Superior,Sudeste,ES,Médio,Crédito Pessoal,Agência
100261,21,25445,539,17676,36,0.0933,10,3,0,F,Casado,Médio,Sudeste,RJ,Médio,Financiamento Veículo,Agência
100262,49,22464,691,107437,36,0.1841,12,2,0,F,Divorciado,Superior,Sul,SC,Médio,Empréstimo Consignado,Digital
100263,24,28173,697,40410,60,0.2244,9,3,0,M,Divorciado,Fundamental,Nordeste,CE,Médio,Financiamento Veículo,Digital
100264,30,26878,704,49539,36,0.1736,2,3,2,F,Viúvo,Médio,Sudeste,RJ,Médio,Cartão de Crédito,Parceiro
100265,61,7625,530,42305,24,0.21,14,4,0,M,Solteiro,Pós-graduação,Centro-Oeste,DF,Médio,Empréstimo Consignado,Digital
100266,47,7957,751,107042,36,0.0911,10,1,3,M,Casado,Fundamental,Sudeste,RJ,Grande,Financiamento Veículo,Digital
100267,55,28090,345,10098,36,0.1848,1,4,0,F,Casado,Médio,Sudeste,SP,Grande,Cartão de Crédito,Agência
100268,32,27314,342,134025,36,0.127,13,1,0,M,Casado,Fundamental,Sudeste,MG,Médio,Crédito Pessoal,Agência
100269,64,22859,769,149181,48,0.134,4,4,0,F,Divorciado,Fundamental,Sul,SC,Grande,Financiamento Veículo,Digital
100270,30,27853,716,144500,48,0.1048,14,1,0,M,Viúvo,Fundamental,Sudeste,RJ,Pequeno,Crédito Pessoal,Agência
100271,31,17016,838,97583,60,0.0902,3,4,1,M,Casado,Médio,Centro-Oeste,MS,Pequeno,Empréstimo Consignado,Digital
100272,69,17392,586,78258,48,0.1143,11,1,0,F,Solteiro,Pós-graduação,Nordeste,MA,Pequeno,Empréstimo Consignado,Agência
100273,25,29195,543,102898,48,0.1948,14,2,3,F,Viúvo,Médio,Sudeste,ES,Médio,Empréstimo Consignado,Digital
100274,35,21763,326,101295,60,0.214,9,2,1,M,Divorciado,Superior,Sudeste,MG,Grande,Empréstimo Consignado,Digital
100275,63,26250,496,7696,24,0.1998,5,2,0,M,Divorciado,Superior,Sudeste,MG,Grande,Financiamento Veículo,Digital
100276,33,4996,563,86282,24,0.1496,12,2,0,M,Solteiro,Fundamental,Nordeste,MA,Pequeno,Empréstimo Consignado,Agência
100277,51,25156,778,29936,12,0.1718,8,2,2,F,Casado,Superior,Sudeste,MG,Grande,Cartão de Crédito,Agência
100278,50,6423,516,93293,48,0.083,14,4,0,M,Divorciado,Fundamental,Nordeste,MA,Pequeno,Financiamento Veículo,Digital
100279,25,20974,546,67784,36,0.19,12,4,3,M,Divorciado,Médio,Nordeste,BA,Pequeno,Financiamento Veículo,Digital
100280,57,13200,546,13540,48,0.0849,13,1,0,F,Solteiro,Superior,Nordeste,PE,Pequeno,Financiamento Veículo,Digital
100281,26,27218,341,103998,60,0.0996,14,2,0,F,Divorciado,Superior,Sul,SC,Grande,Cartão de Crédito,Digital
100282,50,29237,798,95623,48,0.1014,12,2,1,M,Solteiro,Fundamental,Nordeste,CE,Grande,Empréstimo Consignado,Agência
100283,52,28203,502,17127,36,0.246,1,4,0,M,Viúvo,Fundamental,Centro-Oeste,MT,Pequeno,Cartão de Crédito,Agência
100284,45,21410,530,25549,24,0.1194,10,1,0,F,Casado,Fundamental,Sudeste,RJ,Médio,Crédito Pessoal,Digital
100285,61,14832,482,134584,48,0.172,4,2,0,F,Divorciado,Médio,Centro-Oeste,MS,Pequeno,Financiamento Veículo,Parceiro
100286,63,14546,882,104744,36,0.1034,6,3,0,M,Casado,Pós-graduação,Sudeste,ES,Médio,Crédito Pessoal,Agência
100287,57,25635,539,8572,36,0.2288,10,3,2,F,Solteiro,Fundamental,Sudeste,SP,Pequeno,Crédito Pessoal,Digital
100288,26,16843,546,75404,60,0.2448,6,2,0,M,Divorciado,Superior,Nordeste,MA,Pequeno,Cartão de Crédito,Agência
100289,67,10741,663,37821,48,0.0502,14,2,0,F,Divorciado,Médio,Sul,SC,Pequeno,Crédito Pessoal,Agência
100290,52,27494,417,96075,12,0.0504,1,3,0,M,Casado,Fundamental,Sudeste,SP,Médio,Financiamento Veículo,Digital
100291,38,8362,394,117997,48,0.1082,3,4,0,F,Solteiro,Fundamental,Sudeste,SP,Grande,Empréstimo Consignado,Agência
100292,35,12254,835,126324,24,0.1978,5,2,0,M,Casado,Superior,Norte,AM,Grande,Financiamento Veículo,Digital
100293,32,25117,626,42334,36,0.1764,3,2,0,F,Solteiro,Fundamental,Sudeste,MG,Médio,Empréstimo Consignado,Agência
100294,57,18093,629,144356,60,0.1924,8,1,1,F,Casado,Fundamental,Sudeste,RJ,Pequeno,Financiamento Veículo,Digital
100295,64,27241,436,8779,48,0.0519,4,3,0,M,Divorciado,Médio,Nordeste,PE,Pequeno,Financiamento Veículo,Agência
100296,62,8793,576,135516,36,0.2371,3,4,0,M,Divorciado,Médio,Sul,SC,Pequeno,Financiamento Veículo,Digital
100297,68,20023,782,87706,36,0.065,2,2,0,M,Solteiro,Superior,Sudeste,RJ,Médio,Crédito Pessoal,Agência
100298,23,24456,869,78694,24,0.1108,9,4,2,F,Viúvo,Médio,Centro-Oeste,MT,Pequeno,Financiamento Veículo,Digital
100299,67,5722,738,141916,60,0.1065,14,3,0,F,Casado,Fundamental,Nordeste,CE,Médio,Empréstimo Consignado,Agência
100300,50,14731,671,18343,24,0.1719,9,3,0,F,Solteiro,Fundamental,Centro-Oeste,DF,Pequeno,Crédito Pessoal,Agência
100301,67,26439,518,122230,60,0.2134,2,2,0,F,Casado,Pós-graduação,Nordeste,BA,Pequeno,Crédito Pessoal,Digital
100302,35,25458,321,3797,48,0.1302,4,2,0,M,Casado,Pós-graduação,Nordeste,PE,Médio,Empréstimo Consignado,Agência
100303,61,7261,700,11843,12,0.1382,1,1,0,M,Casado,Fundamental,Norte,PA,Grande,Financiamento Veículo,Agência
100304,24,18797,430,138513,24,0.1343,8,4,0,F,Casado,Pós-graduação,Nordeste,CE,Médio,Crédito Pessoal,Agência
100305,53,19608,579,130523,48,0.0872,2,4,1,F,Casado,Pós-graduação,Nordeste,CE,Grande,Crédito Pessoal,Parceiro
100306,57,25680,897,117295,12,0.1913,12,1,0,F,Viúvo,Médio,Centro-Oeste,DF,Médio,Financiamento Veículo,Digital
100307,64,25774,787,95910,24,0.2031,8,1,0,F,Viúvo,Superior,Sudeste,SP,Grande,Empréstimo Consignado,Digital
100308,22,10226,386,44463,12,0.1163,7,1,1,M,Divorciado,Pós-graduação,Centro-Oeste,MT,Médio,Crédito Pessoal,Digital
100309,51,22586,824,61148,24,0.2418,14,3,1,Outro,Casado,Fundamental,Sudeste,RJ,Médio,Crédito Pessoal,Agência
100310,51,25197,784,47408,60,0.1389,1,2,0,M,Viúvo,Pós-graduação,Nordeste,MA,Médio,Empréstimo Consignado,Agência
100311,66,4171,897,46818,24,0.1512,12,4,0,M,Viúvo,Pós-graduação,Centro-Oeste,MS,Grande,Empréstimo Consignado,Agência
100312,69,13274,850,36596,48,0.1493,1,1,0,M,Casado,Fundamental,Sudeste,MG,Grande,Financiamento Veículo,Agência
100313,66,4957,508,26014,36,0.2117,10,1,0,M,Viúvo,Médio,Sudeste,ES,Grande,Empréstimo Consignado,Agência
100314,42,14091,854,88398,48,0.1262,12,4,0,Outro,Casado,Fundamental,Sudeste,MG,Grande,Financiamento Veículo,Agência
100315,55,27320,592,90570,36,0.2203,8,4,1,M,Divorciado,Fundamental,Sudeste,MG,Pequeno,Cartão de Crédito,Digital
100316,56,6712,754,70922,12,0.1248,6,3,0,F,Viúvo,Médio,Sudeste,RJ,Médio,Cartão de Crédito,Digital
100317,28,24261,794,54424,60,0.1945,1,4,0,M,Divorciado,Fundamental,Sudeste,RJ,Médio,Empréstimo Consignado,Agência
100318,58,17819,888,105669,48,0.1536,14,4,3,M,Viúvo,Fundamental,Sul,RS,Grande,Empréstimo Consignado,Agência
100319,46,2135,548,82308,48,0.0987,5,4,2,F,Solteiro,Fundamental,Sudeste,SP,Pequeno,Cartão de Crédito,Digital
100320,24,7478,825,138313,36,0.0793,4,3,0,Outro,Divorciado,Médio,Sudeste,SP,Pequeno,Crédito Pessoal,Digital
100321,37,20190,651,45332,60,0.129,6,1,1,F,Divorciado,Pós-graduação,Sudeste,ES,Grande,Empréstimo Consignado,Agência
100322,61,2359,790,13164,12,0.0726,3,3,0,M,Viúvo,Superior,Sudeste,RJ,Pequeno,Financiamento Veículo,Parceiro
100323,38,17101,714,49768,48,0.1741,10,1,1,M,Viúvo,Pós-graduação,Sudeste,RJ,Médio,Cartão de Crédito,Digital
100324,62,13447,588,7249,60,0.1448,2,3,0,F,Divorciado,Superior,Sudeste,MG,Grande,Crédito Pessoal,Digital
100325,60,24171,522,55700,48,0.1915,4,3,0,F,Casado,Médio,Sudeste,SP,Médio,Cartão de Crédito,Agência
100326,47,18162,765,16526,12,0.0945,12,1,1,M,Solteiro,Pós-graduação,Nordeste,CE,Pequeno,Financiamento Veículo,Digital
100327,37,29491,764,22977,12,0.1807,11,2,0,M,Solteiro,Fundamental,Sudeste,RJ,Pequeno,Financiamento Veículo,Agência
100328,44,21209,573,25981,48,0.2053,3,4,0,M,Viúvo,Fundamental,Sudeste,RJ,Pequeno,Empréstimo Consignado,Digital
100329,69,28172,359,96114,60,0.0835,4,4,1,M,Casado,Pós-graduação,Nordeste,BA,Médio,Empréstimo Consignado,Agência
100330,21,7481,346,4591,60,0.1229,13,1,0,F,Casado,Pós-graduação,Sudeste,RJ,Pequeno,Financiamento Veículo,Agência
100331,28,3600,397,63857,36,0.1712,7,1,0,F,Viúvo,Pós-graduação,Sudeste,MG,Médio,Empréstimo Consignado,Parceiro
100332,31,23530,414,110620,12,0.1592,11,2,1,F,Divorciado,Superior,Sudeste,SP,Médio,Crédito Pessoal,Agência
100333,56,2203,859,136989,60,0.0637,11,2,0,F,Solteiro,Pós-graduação,Sudeste,RJ,Médio,Financiamento Veículo,Agência
100334,22,10294,802,47445,36,0.2498,12,4,3,F,Solteiro,Pós-graduação,Centro-Oeste,MS,Pequeno,Crédito Pessoal,Digital
100335,57,4816,321,109796,12,0.14,2,4,0,M,Solteiro,Médio,Sudeste,ES,Grande,Financiamento Veículo,Digital
100336,20,7194,370,81089,24,0.2382,6,2,0,F,Solteiro,Pós-graduação,Sudeste,MG,Pequeno,Empréstimo Consignado,Agência
100337,69,26415,886,34867,24,0.1609,14,1,0,F,Solteiro,Fundamental,Nordeste,PE,Grande,Financiamento Veículo,Digital
100338,59,25265,317,68385,36,0.1377,13,3,0,F,Solteiro,Médio,Nordeste,PE,Pequeno,Financiamento Veículo,Digital
100339,63,16103,766,101136,60,0.1802,6,3,1,F,Casado,Pós-graduação,Sudeste,SP,Grande,Empréstimo Consignado,Agência
100340,68,21679,804,114710,12,0.082,12,2,0,M,Viúvo,Superior,Sudeste,ES,Médio,Cartão de Crédito,Digital
100341,20,3231,606,28694,12,0.2491,12,1,0,F,Divorciado,Médio,Sul,SC,Pequeno,Financiamento Veículo,Agência
100342,65,28851,422,87258,12,0.088,7,3,4,M,Casado,Fundamental,Centro-Oeste,GO,Grande,Financiamento Veículo,Digital
100343,22,23722,895,140623,24,0.0971,1,4,2,F,Divorciado,Pós-graduação,Centro-Oeste,GO,Grande,Financiamento Veículo,Agência
100344,22,23960,789,88870,36,0.2203,9,4,0,M,Solteiro,Fundamental,Sudeste,RJ,Grande,Cartão de Crédito,Agência
100345,36,26313,561,126407,60,0.231,9,2,0,F,Divorciado,Fundamental,Sul,PR,Grande,Crédito Pessoal,Agência
100346,33,15513,378,82163,36,0.0889,13,4,0,M,Casado,Pós-graduação,Sul,PR,Grande,Financiamento Veículo,Digital
100347,46,9742,616,128818,24,0.1592,10,2,2,M,Casado,Médio,Nordeste,PE,Pequeno,Crédito Pessoal,Digital
100348,68,17788,807,149749,12,0.186,3,2,0,M,Solteiro,Pós-graduação,Sudeste,RJ,Pequeno,Financiamento Veículo,Agência
100349,29,8617,702,60555,24,0.1229,10,3,1,M,Casado,Pós-graduação,Centro-Oeste,DF,Grande,Financiamento Veículo,Agência
100350,32,26712,654,102182,24,0.1905,1,3,2,F,Casado,Superior,Sudeste,MG,Médio,Crédito Pessoal,Digital
100351,60,15167,643,53230,48,0.2267,13,4,0,M,Divorciado,Fundamental,Sul,SC,Médio,Financiamento Veículo,Agência
100352,29,23037,816,120133,60,0.2215,3,1,0,M,Casado,Médio,Sul,SC,Grande,Financiamento Veículo,Digital
100353,46,21433,532,116059,12,0.158,4,4,0,M,Divorciado,Superior,Nordeste,PE,Pequeno,Empréstimo Consignado,Parceiro
100354,27,12331,731,38384,48,0.1473,4,4,2,M,Divorciado,Fundamental,Sudeste,SP,Médio,Crédito Pessoal,Agência
100355,65,2673,628,77668,24,0.1507,9,1,0,F,Divorciado,Superior,Sudeste,SP,Médio,Cartão de Crédito,Digital
100356,36,6477,677,86079,48,0.1777,9,4,0,M,Solteiro,Superior,Sudeste,SP,Médio,Empréstimo Consignado,Agência
100357,26,4263,614,85052,24,0.1117,2,2,0,Outro,Divorciado,Médio,Sudeste,RJ,Grande,Financiamento Veículo,Digital
100358,63,20071,639,87913,12,0.1279,11,4,0,M,Casado,Fundamental,Sudeste,SP,Grande,Cartão de Crédito,Agência
100359,65,16047,447,127242,48,0.108,12,1,0,F,Solteiro,Superior,Norte,TO,Médio,Financiamento Veículo,Agência
100360,24,12854,326,105669,12,0.1719,12,3,0,F,Viúvo,Pós-graduação,Sudeste,ES,Médio,Financiamento Veículo,Digital
100361,24,29407,713,56751,24,0.2409,8,3,3,M,Divorciado,Médio,Sul,SC,Pequeno,Cartão de Crédito,Agência
100362,68,4294,731,69491,24,0.1353,7,2,0,M,Divorciado,Fundamental,Norte,PA,Pequeno,Financiamento Veículo,Digital
100363,27,27640,310,135755,60,0.0607,11,2,0,M,Divorciado,Fundamental,Nordeste,MA,Médio,Crédito Pessoal,Parceiro
100364,65,25367,442,96609,60,0.0905,2,3,0,M,Casado,Médio,Centro-Oeste,MT,Pequeno,Crédito Pessoal,Digital
100365,29,14293,677,9252,24,0.117,11,3,2,F,Solteiro,Médio,Nordeste,CE,Médio,Cartão de Crédito,Digital
100366,44,21527,814,13229,36,0.1961,4,2,1,M,Solteiro,Médio,Sul,RS,Grande,Financiamento Veículo,Agência
100367,63,27556,590,34665,60,0.0667,12,3,0,M,Viúvo,Fundamental,Nordeste,PE,Grande,Cartão de Crédito,Digital
100368,61,27461,338,36765,12,0.157,3,4,0,M,Divorciado,Fundamental,Nordeste,BA,Médio,Financiamento Veículo,Digital
100369,59,16075,588,56045,24,0.2381,7,4,2,M,Solteiro,Médio,Sudeste,ES,Médio,Crédito Pessoal,Digital
100370,40,26625,755,16219,24,0.1476,4,1,0,F,Divorciado,Fundamental,Sudeste,ES,Médio,Cartão de Crédito,Agência
100371,25,19968,569,83687,36,0.1252,8,2,1,M,Casado,Fundamental,Norte,AM,Grande,Cartão de Crédito,Digital
100372,24,13298,491,2291,12,0.1296,11,1,3,M,Viúvo,Superior,Sudeste,MG,Médio,Crédito Pessoal,Digital
100373,31,26233,378,19295,24,0.2214,4,4,0,M,Solteiro,Médio,Sudeste,RJ,Pequeno,Crédito Pessoal,Digital
100374,23,28823,502,93476,12,0.1745,4,1,1,M,Viúvo,Pós-graduação,Sudeste,SP,Médio,Crédito Pessoal,Agência
100375,52,6931,674,125785,12,0.161,6,1,3,F,Divorciado,Pós-graduação,Nordeste,BA,Médio,Cartão de Crédito,Digital
100376,62,23151,628,123742,36,0.1441,5,1,0,F,Casado,Médio,Sudeste,SP,Médio,Financiamento Veículo,Agência
100377,48,25189,544,42525,24,0.0706,5,1,2,M,Solteiro,Médio,Centro-Oeste,DF,Pequeno,Financiamento Veículo,Digital
100378,35,25897,645,59592,24,0.1679,9,1,1,M,Divorciado,Pós-graduação,Sul,SC,Grande,Empréstimo Consignado,Digital
100379,54,27315,504,95647,60,0.1863,9,4,0,M,Viúvo,Fundamental,Nordeste,BA,Médio,Financiamento Veículo,Agência
100380,60,16202,456,128973,60,0.1506,14,4,0,M,Casado,Fundamental,Sudeste,ES,Pequeno,Empréstimo Consignado,Digital
100381,35,23054,510,37840,60,0.0962,12,3,1,M,Casado,Médio,Sudeste,SP,Médio,Crédito Pessoal,Digital
100382,37,12410,591,129608,12,0.129,4,4,0,F,Viúvo,Fundamental,Centro-Oeste,GO,Médio,Financiamento Veículo,Digital
100383,66,15066,692,94956,48,0.2331,6,2,0,M,Casado,Médio,Sul,PR,Médio,Financiamento Veículo,Digital
100384,35,22142,552,82837,24,0.0755,5,3,0,M,Casado,Médio,Centro-Oeste,MS,Grande,Financiamento Veículo,Agência
100385,58,3367,411,21827,60,0.1639,3,3,0,M,Casado,Superior,Nordeste,PE,Pequeno,Crédito Pessoal,Digital
100386,64,22727,331,74016,12,0.1341,8,4,0,M,Divorciado,Pós-graduação,Centro-Oeste,GO,Médio,Cartão de Crédito,Digital
100387,32,1974,314,121191,48,0.1617,1,1,0,M,Viúvo,Pós-graduação,Norte,PA,Grande,Financiamento Veículo,Digital
100388,50,22406,380,25269,12,0.2206,11,3,4,F,Viúvo,Superior,Sudeste,MG,Pequeno,Financiamento Veículo,Digital
100389,32,26731,352,116332,36,0.0601,9,4,1,M,Casado,Superior,Centro-Oeste,MT,Médio,Crédito Pessoal,Digital
100390,37,14898,760,7419,48,0.1336,6,4,2,M,Casado,Fundamental,Centro-Oeste,DF,Grande,Cartão de Crédito,Digital
100391,46,8433,520,124277,36,0.0529,11,3,0,M,Divorciado,Pós-graduação,Sul,PR,Grande,Financiamento Veículo,Digital
100392,29,5456,349,47692,24,0.1487,1,4,2,F,Viúvo,Pós-graduação,Sudeste,SP,Grande,Crédito Pessoal,Digital
100393,64,7378,344,97178,24,0.1198,2,2,0,M,Casado,Pós-graduação,Nordeste,CE,Pequeno,Empréstimo Consignado,Agência
100394,33,8832,588,35760,60,0.1128,3,3,0,F,Casado,Superior,Sudeste,RJ,Médio,Financiamento Veículo,Agência
100395,59,12513,831,133072,48,0.2297,14,1,0,M,Solteiro,Superior,Sudeste,ES,Pequeno,Cartão de Crédito,Digital
100396,56,4284,323,13438,36,0.1944,6,4,2,F,Solteiro,Médio,Sudeste,SP,Grande,Financiamento Veículo,Agência
100397,38,25340,797,84444,48,0.1066,13,4,4,M,Viúvo,Pós-graduação,Sudeste,MG,Grande,Cartão de Crédito,Parceiro
100398,33,3387,434,60523,36,0.2276,9,4,0,M,Casado,Superior,Sudeste,SP,Pequeno,Cartão de Crédito,Digital
100399,29,22530,604,21550,24,0.1912,2,2,2,M,Divorciado,Superior,Nordeste,CE,Médio,Cartão de Crédito,Agência
100400,66,2082,561,148826,24,0.2289,10,3,1,M,Viúvo,Superior,Norte,RO,Grande,Financiamento Veículo,Digital
100401,59,16995,799,46984,60,0.225,10,3,0,F,Solteiro,Pós-graduação,Sudeste,RJ,Médio,Empréstimo Consignado,Agência
100402,26,17221,410,34344,36,0.146,4,3,0,M,Solteiro,Pós-graduação,Sudeste,RJ,Grande,Cartão de Crédito,Agência
100403,61,9951,431,86278,24,0.2426,7,2,2,M,Casado,Pós-graduação,Sudeste,SP,Pequeno,Financiamento Veículo,Digital
100404,38,4308,775,87527,36,0.2285,3,1,0,F,Viúvo,Pós-graduação,Centro-Oeste,MT,Médio,Financiamento Veículo,Agência
100405,68,27209,554,84781,12,0.0924,6,4,0,F,Casado,Médio,Sul,RS,Pequeno,Cartão de Crédito,Digital
100406,45,15048,315,88520,36,0.2118,9,3,0,Outro,Solteiro,Pós-graduação,Sudeste,ES,Grande,Crédito Pessoal,Agência
100407,56,29851,617,38842,24,0.2145,7,2,0,M,Divorciado,Pós-graduação,Nordeste,MA,Médio,Empréstimo Consignado,Digital
100408,30,23427,784,4771,60,0.2148,7,2,0,F,Casado,Superior,Sul,RS,Médio,Cartão de Crédito,Digital
100409,27,26766,632,144744,36,0.1319,11,1,0,M,Viúvo,Fundamental,Norte,TO,Grande,Empréstimo Consignado,Parceiro
100410,47,11823,652,131467,24,0.2163,5,3,1,M,Viúvo,Fundamental,Sudeste,SP,Grande,Crédito Pessoal,Digital
100411,27,14518,315,65554,36,0.1926,9,1,0,M,Viúvo,Médio,Centro-Oeste,MT,Médio,Financiamento Veículo,Digital
